user_id,username,age,gender,region,member_status,registration_date
563,user_0563,29,female,北海道,premium,2023-11-05
564,user_0564,40,other,愛知,gold,2024-01-08
565,user_0565,30,male,愛知,gold,2024-07-16
566,user_0566,32,female,愛知,gold,2024-10-17
567,user_0567,62,other,福岡,premium,2024-01-12
568,user_0568,40,other,愛知,premium,2025-01-13
569,user_0569,54,other,北海道,premium,2022-11-12
570,user_0570,80,female,愛知,regular,2024-07-24
571,user_0571,20,female,東京,premium,2022-10-14
572,user_0572,46,other,愛知,gold,2024-01-13
573,user_0573,31,male,北海道,premium,2022-10-05
574,user_0574,53,other,愛知,regular,2025-01-26
575,user_0575,57,other,北海道,regular,2024-09-11
576,user_0576,21,other,北海道,regular,2023-08-03
577,user_0577,32,male,東京,premium,2024-06-13
578,user_0578,63,female,東京,gold,2023-03-20
579,user_0579,26,male,北海道,regular,2024-03-27
580,user_0580,59,female,福岡,gold,2024-10-25
581,user_0581,66,female,愛知,premium,2023-07-26
582,user_0582,21,male,北海道,regular,2023-11-17
583,user_0583,65,other,東京,regular,2024-03-16
584,user_0584,74,male,東京,premium,2023-03-03
585,user_0585,49,male,愛知,regular,2025-05-08
586,user_0586,37,other,北海道,regular,2022-10-10
587,user_0587,80,female,愛知,premium,2023-07-31
588,user_0588,52,other,福岡,regular,2022-12-28
589,user_0589,50,female,愛知,regular,2023-02-09
590,user_0590,25,female,大阪,gold,2024-02-03
591,user_0591,59,female,大阪,regular,2023-04-24
592,user_0592,39,female,北海道,gold,2023-04-03
593,user_0593,30,male,北海道,gold,2022-11-11
594,user_0594,43,female,北海道,premium,2025-02-18
595,user_0595,43,other,東京,regular,2024-12-25
596,user_0596,48,female,大阪,regular,2024-08-23
597,user_0597,42,male,福岡,premium,2022-09-14
598,user_0598,39,female,北海道,gold,2023-10-09
599,user_0599,18,female,愛知,gold,2024-09-18
600,user_0600,21,other,東京,premium,2024-07-07
601,user_0601,28,female,北海道,gold,2023-03-21
602,user_0602,37,other,東京,gold,2022-10-22
603,user_0603,78,female,愛知,gold,2024-10-03
604,user_0604,32,male,福岡,regular,2024-02-07
605,user_0605,65,other,愛知,premium,2023-05-30
606,user_0606,53,female,北海道,gold,2023-01-23
607,user_0607,31,male,北海道,regular,2023-11-26
608,user_0608,46,other,愛知,regular,2022-10-21
609,user_0609,54,male,東京,gold,2022-11-05
610,user_0610,50,male,北海道,gold,2024-12-15
611,user_0611,28,female,北海道,premium,2025-01-18
612,user_0612,61,male,北海道,premium,2025-02-13
613,user_0613,75,other,福岡,regular,2024-02-08
614,user_0614,26,other,福岡,premium,2023-10-18
615,user_0615,21,other,福岡,gold,2023-02-11
616,user_0616,37,other,東京,premium,2024-08-30
617,user_0617,70,male,大阪,gold,2025-03-04
618,user_0618,20,female,愛知,gold,2025-03-13
619,user_0619,52,male,東京,premium,2025-04-15
620,user_0620,36,female,大阪,regular,2023-03-25
621,user_0621,59,other,福岡,premium,2022-11-17
622,user_0622,42,female,福岡,premium,2025-02-24
623,user_0623,61,other,北海道,regular,2023-07-18
624,user_0624,73,female,東京,regular,2023-11-14
625,user_0625,43,other,大阪,gold,2024-10-01
626,user_0626,71,male,東京,premium,2024-01-29
627,user_0627,61,other,北海道,premium,2023-11-20
628,user_0628,42,male,大阪,premium,2024-05-28
629,user_0629,27,female,大阪,gold,2023-03-26
630,user_0630,25,male,福岡,gold,2023-03-25
631,user_0631,77,male,大阪,regular,2025-03-10
632,user_0632,24,other,東京,premium,2023-09-13
633,user_0633,61,other,東京,regular,2023-04-20
634,user_0634,20,female,福岡,regular,2023-11-12
635,user_0635,31,male,大阪,gold,2024-07-25
636,user_0636,32,other,北海道,premium,2023-10-04
637,user_0637,56,other,愛知,regular,2024-07-12
638,user_0638,74,male,北海道,regular,2024-03-20
639,user_0639,37,female,東京,gold,2022-09-19
640,user_0640,55,other,大阪,gold,2023-06-22
641,user_0641,45,other,福岡,regular,2022-08-26
642,user_0642,40,other,福岡,gold,2024-06-25
643,user_0643,62,female,福岡,regular,2024-07-14
644,user_0644,42,male,北海道,premium,2024-09-13
645,user_0645,72,male,愛知,gold,2024-12-21
646,user_0646,69,female,東京,gold,2024-03-21
647,user_0647,79,female,北海道,gold,2024-12-31
648,user_0648,42,male,愛知,regular,2024-06-13
649,user_0649,59,male,福岡,premium,2025-02-12
650,user_0650,52,other,大阪,regular,2024-08-16
651,user_0651,42,other,北海道,gold,2025-04-07
652,user_0652,73,male,大阪,gold,2023-05-07
653,user_0653,60,other,大阪,premium,2024-10-16
654,user_0654,73,female,愛知,regular,2024-10-13
655,user_0655,77,male,東京,gold,2023-04-06
656,user_0656,48,male,北海道,gold,2024-10-20
657,user_0657,43,male,北海道,premium,2023-03-15
658,user_0658,36,female,福岡,gold,2023-07-23
659,user_0659,40,female,愛知,premium,2023-12-09
660,user_0660,74,female,福岡,regular,2023-02-15
661,user_0661,80,other,福岡,premium,2022-10-24
662,user_0662,31,female,愛知,premium,2025-04-01
663,user_0663,54,male,大阪,regular,2024-08-23
664,user_0664,53,other,北海道,gold,2024-03-16
665,user_0665,36,male,大阪,premium,2024-09-24
666,user_0666,42,other,大阪,premium,2023-11-01
667,user_0667,59,other,愛知,premium,2023-03-28
668,user_0668,70,female,福岡,premium,2024-11-26
669,user_0669,64,female,大阪,regular,2023-05-11
670,user_0670,52,female,大阪,gold,2023-07-30
671,user_0671,79,male,北海道,regular,2023-01-09
672,user_0672,72,male,東京,regular,2024-03-21
673,user_0673,26,other,大阪,regular,2023-05-24
674,user_0674,27,male,大阪,gold,2024-02-06
675,user_0675,41,male,北海道,gold,2023-07-05
676,user_0676,77,other,福岡,gold,2024-01-04
677,user_0677,19,male,北海道,gold,2024-03-22
678,user_0678,18,male,北海道,gold,2024-08-09
679,user_0679,52,female,東京,gold,2023-02-05
680,user_0680,62,other,福岡,regular,2025-01-28
681,user_0681,76,male,北海道,regular,2024-09-13
682,user_0682,30,other,北海道,premium,2023-02-03
683,user_0683,40,female,福岡,regular,2024-04-30
684,user_0684,79,female,福岡,gold,2024-09-10
685,user_0685,62,male,愛知,gold,2023-01-21
686,user_0686,72,male,東京,regular,2024-03-28
687,user_0687,42,female,北海道,premium,2025-03-21
688,user_0688,58,male,大阪,regular,2023-12-23
689,user_0689,72,female,愛知,gold,2022-12-21
690,user_0690,80,male,北海道,regular,2024-09-24
691,user_0691,31,other,北海道,premium,2024-08-13
692,user_0692,20,male,愛知,gold,2023-10-18
693,user_0693,60,male,大阪,premium,2025-05-01
694,user_0694,79,male,北海道,regular,2023-04-08
695,user_0695,70,other,福岡,regular,2024-07-15
696,user_0696,28,other,大阪,gold,2023-01-14
697,user_0697,72,female,北海道,premium,2024-04-19
698,user_0698,66,other,大阪,gold,2023-05-07
699,user_0699,23,other,愛知,regular,2025-02-06
700,user_0700,45,male,東京,premium,2023-09-06
701,user_0701,67,other,北海道,premium,2022-08-29
702,user_0702,67,female,東京,gold,2024-08-11
703,user_0703,68,female,福岡,regular,2024-05-18
704,user_0704,53,female,福岡,regular,2023-06-21
705,user_0705,55,other,福岡,regular,2023-03-19
706,user_0706,57,female,大阪,gold,2025-03-03
707,user_0707,23,female,大阪,premium,2023-05-20
708,user_0708,68,other,大阪,gold,2024-04-14
709,user_0709,38,female,東京,regular,2025-05-12
710,user_0710,78,female,福岡,premium,2023-03-30
711,user_0711,35,male,大阪,regular,2024-11-07
712,user_0712,45,female,北海道,gold,2023-12-10
713,user_0713,44,male,東京,regular,2024-05-20
714,user_0714,53,male,北海道,gold,2023-03-06
715,user_0715,38,female,東京,premium,2024-03-20
716,user_0716,42,male,北海道,regular,2023-10-10
717,user_0717,51,male,福岡,regular,2024-12-26
718,user_0718,35,female,愛知,premium,2024-12-19
719,user_0719,22,male,福岡,premium,2024-03-12
720,user_0720,37,female,東京,premium,2024-09-02
721,user_0721,78,male,福岡,gold,2023-08-25
722,user_0722,30,female,東京,regular,2024-07-10
723,user_0723,18,female,愛知,gold,2024-04-23
724,user_0724,69,female,福岡,premium,2024-03-03
725,user_0725,70,other,北海道,regular,2024-07-14
726,user_0726,38,other,大阪,premium,2024-06-30
727,user_0727,29,female,愛知,premium,2023-04-26
728,user_0728,62,other,福岡,gold,2023-03-09
729,user_0729,33,female,福岡,premium,2023-02-01
730,user_0730,68,female,愛知,regular,2022-10-06
731,user_0731,54,male,北海道,gold,2024-11-14
732,user_0732,61,other,東京,gold,2024-01-31
733,user_0733,78,other,大阪,premium,2023-02-21
734,user_0734,36,other,東京,premium,2023-06-28
735,user_0735,49,male,愛知,regular,2024-09-01
736,user_0736,60,male,福岡,premium,2025-03-03
737,user_0737,46,other,福岡,gold,2024-04-02
738,user_0738,52,other,福岡,gold,2025-04-10
739,user_0739,68,female,北海道,gold,2023-08-03
740,user_0740,76,male,東京,regular,2023-07-14
741,user_0741,60,female,大阪,gold,2023-08-29
742,user_0742,20,other,福岡,premium,2022-09-02
743,user_0743,68,female,東京,regular,2025-02-06
744,user_0744,34,male,北海道,gold,2023-12-03
745,user_0745,53,other,北海道,regular,2024-02-16
746,user_0746,41,female,福岡,gold,2023-09-23
747,user_0747,62,other,大阪,premium,2025-04-22
748,user_0748,48,male,愛知,premium,2022-10-18
749,user_0749,79,male,東京,gold,2024-12-23
750,user_0750,40,female,愛知,premium,2023-03-06
751,user_0751,31,other,福岡,premium,2024-01-16
752,user_0752,24,female,福岡,premium,2025-03-10
753,user_0753,37,male,東京,regular,2022-12-30
754,user_0754,39,other,東京,gold,2023-02-18
755,user_0755,28,other,大阪,gold,2024-11-20
756,user_0756,53,male,愛知,gold,2024-03-07
757,user_0757,79,female,大阪,premium,2023-08-12
758,user_0758,29,male,福岡,premium,2025-04-18
759,user_0759,65,other,大阪,premium,2023-09-19
760,user_0760,45,female,東京,gold,2024-10-10
761,user_0761,31,female,東京,gold,2025-02-02
762,user_0762,69,other,大阪,premium,2024-06-18
763,user_0763,30,female,東京,premium,2023-07-01
764,user_0764,73,female,北海道,gold,2024-07-01
765,user_0765,56,female,北海道,premium,2023-09-24
766,user_0766,25,female,愛知,premium,2023-08-24
767,user_0767,29,other,愛知,gold,2023-09-21
768,user_0768,23,other,大阪,premium,2025-01-17
769,user_0769,33,female,東京,regular,2024-04-30
770,user_0770,62,male,北海道,premium,2024-03-15
771,user_0771,56,male,北海道,premium,2024-03-10
772,user_0772,29,female,北海道,gold,2022-10-19
773,user_0773,59,male,北海道,regular,2024-01-02
774,user_0774,36,male,大阪,premium,2023-01-06
775,user_0775,46,other,東京,premium,2022-09-16
776,user_0776,18,female,大阪,regular,2023-02-03
777,user_0777,42,other,北海道,gold,2023-12-28
778,user_0778,44,other,福岡,premium,2023-05-21
779,user_0779,71,female,福岡,regular,2025-02-22
780,user_0780,54,male,大阪,premium,2025-04-14
781,user_0781,35,male,北海道,premium,2024-11-26
782,user_0782,67,female,北海道,gold,2023-03-18
783,user_0783,67,female,北海道,gold,2025-01-22
784,user_0784,54,male,愛知,gold,2023-01-25
785,user_0785,41,other,東京,gold,2024-02-21
786,user_0786,52,male,福岡,regular,2023-04-25
787,user_0787,71,other,大阪,premium,2022-12-04
788,user_0788,20,female,愛知,premium,2022-12-17
789,user_0789,70,male,福岡,regular,2023-03-15
790,user_0790,69,male,大阪,gold,2023-09-23
791,user_0791,62,female,北海道,gold,2024-03-05
792,user_0792,28,other,大阪,regular,2023-02-04
793,user_0793,31,male,北海道,premium,2023-11-19
794,user_0794,35,other,北海道,regular,2024-06-20
795,user_0795,80,other,愛知,premium,2023-10-09
796,user_0796,35,other,東京,regular,2022-09-05
797,user_0797,66,female,東京,premium,2022-12-12
798,user_0798,59,male,大阪,regular,2024-12-19
799,user_0799,63,female,大阪,gold,2024-04-10
800,user_0800,49,male,北海道,gold,2024-08-15
801,user_0801,58,female,福岡,premium,2025-03-01
802,user_0802,58,male,福岡,gold,2023-04-11
803,user_0803,35,other,愛知,premium,2022-09-17
804,user_0804,49,female,北海道,regular,2022-12-10
805,user_0805,67,other,東京,gold,2022-08-26
806,user_0806,47,other,愛知,regular,2023-02-23
807,user_0807,52,female,大阪,premium,2023-01-24
808,user_0808,31,female,愛知,premium,2023-01-20
809,user_0809,36,female,北海道,gold,2025-01-04
810,user_0810,54,female,愛知,gold,2023-03-29
811,user_0811,21,male,東京,gold,2023-03-07
812,user_0812,71,female,東京,regular,2022-10-09
813,user_0813,72,male,福岡,premium,2025-05-17
814,user_0814,79,female,大阪,gold,2022-10-29
815,user_0815,26,other,愛知,regular,2022-12-04
816,user_0816,77,female,東京,gold,2024-05-13
817,user_0817,34,male,愛知,gold,2022-11-04
818,user_0818,59,male,東京,premium,2023-08-16
819,user_0819,37,other,大阪,premium,2023-07-16
820,user_0820,23,other,東京,regular,2024-10-11
821,user_0821,48,male,大阪,gold,2024-09-28
822,user_0822,51,other,福岡,regular,2025-05-09
823,user_0823,62,female,東京,premium,2023-06-07
824,user_0824,26,female,東京,regular,2024-04-20
825,user_0825,23,other,東京,regular,2024-07-01
826,user_0826,41,female,大阪,premium,2023-03-17
827,user_0827,70,male,大阪,regular,2023-11-21
828,user_0828,54,male,北海道,gold,2024-11-30
829,user_0829,46,female,大阪,gold,2023-04-12
830,user_0830,27,female,北海道,gold,2024-02-19
831,user_0831,73,male,東京,regular,2024-12-25
832,user_0832,66,male,北海道,gold,2024-04-19
833,user_0833,40,female,愛知,regular,2024-09-06
834,user_0834,35,other,東京,regular,2023-10-29
835,user_0835,56,other,北海道,premium,2023-03-12
836,user_0836,78,other,東京,gold,2022-12-03
837,user_0837,37,male,北海道,gold,2023-12-13
838,user_0838,30,other,福岡,premium,2023-07-26
839,user_0839,21,male,福岡,premium,2025-01-22
840,user_0840,33,female,北海道,regular,2023-11-24
841,user_0841,74,male,愛知,premium,2025-01-02
842,user_0842,42,other,福岡,premium,2023-11-05
843,user_0843,61,male,福岡,regular,2025-04-30
844,user_0844,55,male,東京,premium,2024-10-09
845,user_0845,20,male,福岡,gold,2024-07-28
846,user_0846,58,other,北海道,premium,2024-03-10
847,user_0847,62,female,東京,gold,2023-11-15
848,user_0848,52,other,大阪,premium,2025-02-21
849,user_0849,37,male,北海道,regular,2022-08-24
850,user_0850,69,male,北海道,premium,2024-04-12
851,user_0851,55,other,東京,premium,2023-06-02
852,user_0852,45,other,大阪,regular,2024-09-09
853,user_0853,23,female,東京,premium,2023-08-30
854,user_0854,56,male,愛知,gold,2023-04-19
855,user_0855,60,other,大阪,regular,2025-05-05
856,user_0856,63,male,東京,regular,2023-12-26
857,user_0857,78,female,北海道,gold,2023-03-08
858,user_0858,70,other,愛知,regular,2024-05-02
859,user_0859,26,other,愛知,gold,2022-11-22
860,user_0860,25,male,愛知,premium,2024-08-12
861,user_0861,51,male,愛知,gold,2022-08-23
862,user_0862,54,other,東京,premium,2024-02-06
863,user_0863,50,female,東京,premium,2022-12-20
864,user_0864,54,male,愛知,regular,2024-08-29
865,user_0865,67,male,北海道,gold,2023-05-08
866,user_0866,25,male,北海道,regular,2025-04-02
867,user_0867,72,male,大阪,regular,2024-01-20
868,user_0868,41,female,大阪,regular,2022-10-07
869,user_0869,79,male,北海道,gold,2023-04-20
870,user_0870,59,female,大阪,premium,2024-09-05
871,user_0871,44,other,愛知,premium,2023-01-23
872,user_0872,22,other,愛知,regular,2023-12-20
873,user_0873,61,male,大阪,regular,2023-02-14
874,user_0874,51,male,福岡,regular,2022-12-01
875,user_0875,47,female,愛知,premium,2025-02-18
876,user_0876,53,female,東京,premium,2024-10-24
877,user_0877,36,other,愛知,gold,2023-08-19
878,user_0878,33,female,愛知,gold,2022-08-26
879,user_0879,49,male,北海道,regular,2024-12-14
880,user_0880,18,female,東京,regular,2023-11-10
881,user_0881,40,other,東京,premium,2025-05-16
882,user_0882,66,other,福岡,gold,2023-05-04
883,user_0883,37,male,大阪,gold,2024-09-16
884,user_0884,44,female,東京,regular,2023-05-20
885,user_0885,35,male,東京,regular,2022-11-11
886,user_0886,72,other,福岡,gold,2022-11-12
887,user_0887,41,female,東京,gold,2025-02-09
888,user_0888,50,male,福岡,regular,2023-09-19
889,user_0889,54,male,福岡,gold,2022-09-03
890,user_0890,26,male,愛知,premium,2022-12-28
891,user_0891,38,female,愛知,premium,2024-02-09
892,user_0892,35,male,東京,regular,2024-12-29
893,user_0893,67,other,東京,regular,2025-01-29
894,user_0894,28,female,福岡,premium,2024-03-27
895,user_0895,25,other,愛知,regular,2024-02-10
896,user_0896,37,female,愛知,regular,2025-02-14
897,user_0897,28,other,愛知,gold,2023-06-04
898,user_0898,56,male,大阪,premium,2024-12-17
899,user_0899,23,other,大阪,premium,2024-04-07
900,user_0900,50,male,愛知,premium,2023-01-29
901,user_0901,29,male,福岡,premium,2023-10-26
902,user_0902,65,other,大阪,regular,2024-01-30
903,user_0903,24,male,東京,regular,2025-03-15
904,user_0904,71,male,大阪,regular,2023-01-25
905,user_0905,43,female,東京,gold,2023-09-25
906,user_0906,34,male,東京,regular,2024-10-27
907,user_0907,75,other,福岡,regular,2025-02-12
908,user_0908,75,female,東京,regular,2022-09-26
909,user_0909,47,male,大阪,gold,2024-02-29
910,user_0910,70,other,福岡,premium,2025-04-17
911,user_0911,42,other,福岡,regular,2024-05-20
912,user_0912,31,male,愛知,premium,2024-02-16
913,user_0913,74,male,東京,gold,2023-08-22
914,user_0914,57,male,愛知,premium,2024-03-22
915,user_0915,74,other,福岡,regular,2025-02-17
916,user_0916,35,female,大阪,premium,2024-10-25
917,user_0917,59,other,大阪,gold,2023-02-16
918,user_0918,52,male,福岡,gold,2024-05-15
919,user_0919,48,other,福岡,premium,2022-10-26
920,user_0920,54,other,愛知,premium,2024-08-14
921,user_0921,29,male,愛知,gold,2024-10-05
922,user_0922,19,female,東京,premium,2023-11-22
923,user_0923,40,other,大阪,regular,2025-02-04
924,user_0924,33,other,大阪,premium,2023-11-18
925,user_0925,70,other,東京,regular,2023-10-06
926,user_0926,72,female,愛知,regular,2024-11-18
927,user_0927,33,other,愛知,gold,2023-06-03
928,user_0928,40,other,東京,gold,2023-05-31
929,user_0929,40,other,北海道,regular,2023-10-19
930,user_0930,78,male,福岡,gold,2024-07-05
931,user_0931,29,female,東京,regular,2025-03-21
932,user_0932,32,other,大阪,regular,2023-11-25
933,user_0933,48,male,愛知,gold,2024-10-23
934,user_0934,69,male,愛知,gold,2024-11-17
935,user_0935,76,female,東京,regular,2024-12-17
936,user_0936,55,other,大阪,regular,2023-01-02
937,user_0937,51,female,東京,premium,2023-05-27
938,user_0938,78,other,福岡,gold,2025-02-03
939,user_0939,39,female,愛知,regular,2022-08-22
940,user_0940,28,other,福岡,gold,2022-09-07
941,user_0941,49,other,愛知,regular,2023-05-24
942,user_0942,79,other,北海道,premium,2024-10-01
943,user_0943,60,other,大阪,premium,2024-07-07
944,user_0944,64,other,愛知,regular,2024-11-17
945,user_0945,64,male,北海道,premium,2022-12-28
946,user_0946,67,other,東京,regular,2023-09-09
947,user_0947,38,other,大阪,gold,2023-10-16
948,user_0948,24,female,大阪,premium,2023-04-15
949,user_0949,22,male,愛知,premium,2024-11-27
950,user_0950,58,male,愛知,premium,2025-05-06
951,user_0951,34,male,大阪,gold,2025-03-09
952,user_0952,40,female,東京,gold,2025-05-16
953,user_0953,21,female,福岡,gold,2024-03-14
954,user_0954,80,male,福岡,premium,2022-11-27
955,user_0955,42,female,北海道,premium,2025-02-03
956,user_0956,71,female,北海道,gold,2023-04-02
957,user_0957,61,male,大阪,premium,2025-03-03
958,user_0958,69,male,愛知,regular,2024-06-25
959,user_0959,34,male,東京,premium,2024-11-24
960,user_0960,74,female,大阪,gold,2025-03-02
961,user_0961,53,male,愛知,gold,2023-08-28
962,user_0962,75,female,東京,premium,2022-09-25
963,user_0963,59,male,北海道,premium,2024-12-08
964,user_0964,21,male,愛知,regular,2022-08-24
965,user_0965,30,female,北海道,gold,2022-10-13
966,user_0966,64,other,愛知,gold,2024-08-02
967,user_0967,37,male,東京,regular,2024-04-10
968,user_0968,54,other,福岡,regular,2025-03-23
969,user_0969,41,male,福岡,regular,2024-07-20
970,user_0970,70,other,北海道,premium,2024-10-25
971,user_0971,24,male,大阪,regular,2023-08-03
972,user_0972,36,male,福岡,regular,2024-07-06
973,user_0973,68,female,福岡,premium,2022-11-13
974,user_0974,60,female,東京,gold,2023-11-07
975,user_0975,42,male,愛知,premium,2024-05-04
976,user_0976,29,female,東京,premium,2024-02-22
977,user_0977,47,female,大阪,premium,2023-10-18
978,user_0978,21,male,東京,regular,2023-07-03
979,user_0979,40,other,福岡,gold,2024-09-27
980,user_0980,53,male,福岡,gold,2024-03-15
981,user_0981,79,other,福岡,gold,2022-11-27
982,user_0982,33,female,愛知,regular,2024-04-08
983,user_0983,75,other,東京,gold,2023-10-11
984,user_0984,75,other,北海道,gold,2023-08-21
985,user_0985,27,male,福岡,regular,2022-09-19
986,user_0986,80,male,大阪,regular,2025-01-08
987,user_0987,20,female,東京,gold,2024-02-27
988,user_0988,30,other,大阪,gold,2024-08-26
989,user_0989,38,other,東京,regular,2024-04-15
990,user_0990,53,female,北海道,premium,2022-12-22
991,user_0991,35,other,福岡,regular,2023-03-04
992,user_0992,62,other,北海道,gold,2023-03-09
993,user_0993,44,male,福岡,regular,2024-12-17
994,user_0994,54,other,北海道,regular,2022-10-13
995,user_0995,24,other,東京,premium,2022-12-11
996,user_0996,52,female,福岡,premium,2024-04-20
997,user_0997,59,female,北海道,gold,2024-01-19
998,user_0998,20,male,愛知,premium,2024-12-21
999,user_0999,57,other,福岡,regular,2024-04-07
1000,user_1000,74,female,大阪,regular,2023-04-15
